X,Y
303441.367,2770456.692
303626.554,2768940.699
298424.458,2777593.632
300864.125,2780061.845
303648.332,2772660.111
303440.89,2770454.628
309151.51,2771415.495
308886.038,2771025.086
311863.386,2773756.275
311865.926,2773753.417
301453.928,2775093.714
303624.739,2768936.761
305885.07,2768972.208
299381.355,2777085.683
303626.554,2768940.699
303626.554,2768940.699
306239.869,2768665.915
301689.139,2770688.918
306293.482,2771537.721
296706.219,2779523.533
306293.482,2771537.721
311772.978,2772838.457
312047.99,2772673.432
309904.291,2775214.856
308159.62,2773982.78
301465.569,2775083.66
306854.171,2769760.212
311774.684,2772836.324
306290.159,2768063.697
301466.085,2772583.049
302062.683,2769197.44
308045.351,2773791.27
303348.236,2773744.021
304576.678,2770895.653
304576.678,2770895.653
301051.81,2779651.877
299346.902,2777125.617
302071.705,2770846.872
304447.123,2771426.94
300213.492,2768486.336
309151.51,2771415.495
301392.15,2775385.794
306297.716,2771542.749
306374.504,2767986.576
301639.616,2777271.504
306293.017,2768060.839
302508.051,2778508.722
298609.64,2777600.904
302741.666,2770629.636
299091.658,2777351.396
298271.084,2780862.005
306123.921,2768636.607
308702.814,2773417.853
302144.813,2770824.889
311686.768,2772572.624
299999.505,2769347.2
304729.981,2764606.056
300617.694,2778513.722
312299.601,2773546.327
311939.4,2771128.716
309061.945,2773093.7
304785.894,2767609.937
302078.048,2770714.154
302464.592,2771051.751
310805.612,2772999.77
312719.506,2774389.454
308095.77,2765840.642
308071.798,2765826.355
304678.028,2766267.933
304406.06,2765153.152
301397.071,2775358.41
301394.849,2775369.126
312079.185,2773487.088
312385.191,2773516.913
312028.032,2773986.541
310855.989,2772965.468
304616.115,2766369.401
302397.099,2769281.135
302467.028,2769226.335
309477.614,2773229.894
301778.1,2770912.235
301778.1,2770912.235
309531.022,2774450.432
310130.649,2775090.513
309968.836,2774669.513
306689.366,2765244.678
310825.825,2772579.57
302763.794,2770633.617
307973.861,2775113.687
301586.94,2770642.152
304345.408,2773147.606
307272.309,2764768.466
306366.335,2775597.407
306380.885,2775581.546
306358.649,2775604.743
310630.704,2772566.26
309149.37,2771422.076
302370.869,2769270.838
306950.723,2778396.987
299346.902,2777125.617
309072.795,2764399.365
304578.001,2770895.521
298613.243,2777601.813
306293.482,2771537.721
302965.197,2779563.114
302972.691,2779556.303
306291.366,2771381.882
304885.249,2771442.055
304885.249,2771442.055
300138.33,2776347.836
300725.712,2775796.337
300701.9,2775812.53
302054.138,2781527.289
301614.252,2781052.628
302190.294,2774041.33
306258.409,2768094.336
301416.78,2778309.269
300750.155,2780699.143
299106.173,2777342.584
300635.897,2778512.293
302796.356,2770712.923
306341.77,2768011.494
300313.291,2780851.083
300431.498,2781349.473
302190.294,2774040.157
300932.43,2779900.48
299102.91,2781374.339
312027.675,2772642.88
302455.757,2778668.496
311472.189,2772435.861
307049.268,2775386.985
301070.576,2780783.321
303212.317,2768592.487
306829.277,2764211.819
307660.975,2775436.838
306290.159,2768063.697
310811.141,2772297.25
312027.675,2772642.88
308109.837,2775260.788
310811.141,2772297.25
300932.43,2779900.48
306248.685,2772594.807
300301.306,2769760.688
300939.057,2770186.11
309838.058,2770579.403
304523.084,2772475.906
303731.828,2772721.684
301626.598,2777400.409
305559.27,2766295.259
304230.656,2769929.885
312401.035,2774042.878
307720.806,2765343.995
300307.391,2769686.803
311742.997,2773797.914
301453.293,2778336.522
299313.743,2777152.697
300434.226,2779479.455
304941.341,2775065.062
302672.959,2770186.503
309992.91,2773309.545
303996.476,2773193.617
302208.623,2769273.356
305010.35,2769243.423
300635.897,2778512.293
299866.852,2768975.315
302892.054,2779323.333
302892.054,2779323.333
301815.995,2778501.872
300603.32,2779994.389
308569.628,2771155.223
297482.38,2780199.361
309221.174,2764330.203
309221.174,2764330.203
300288.501,2769389.129
300300.247,2769732.907
304250.675,2766640.906
307726.839,2765343.678
305100.677,2771903.099
304894.531,2770074.743
308569.628,2771155.223
300697.576,2779512.144
300296.874,2769680.982
299296.405,2777163.584
299296.405,2777163.584
308438.714,2764123.151
301990.977,2776001.667
308331.664,2772501.98
308438.714,2764123.151
304930.228,2775255.033
308331.664,2772501.98
300301.306,2769760.688
297482.38,2780199.361
299307.663,2777160.772
303348.236,2773744.021
303238.555,2776699.985
300614.909,2767943.386
312287.209,2774205.794
303109.204,2779283.821
302578.267,2771581.02
302578.267,2771581.02
304348.329,2773147.479
300614.909,2767943.386
306942.104,2774954.497
302681.053,2774786.305
301022.758,2769530.024
308321.266,2769432.308
301532.244,2774783.887
300939.057,2770187.698
300307.92,2769663.784
303693.141,2768468.51
300680.783,2776059.103
303730.895,2772657.312
305010.35,2769243.423
302426.118,2778526.461
311806.141,2773322.409
302672.959,2770186.503
304473.754,2772476.127
302526.137,2778618.592
311382.281,2771911.295
299945.974,2769298.55
302228.149,2772555.19
302221.45,2773892.69
305526.573,2771110.672
305418.972,2771851.572
302205.524,2773893.227
301626.281,2777400.566
300749.503,2781265.609
304655.705,2772608.658
300503.228,2779547.69
304402.709,2772100.414
304448.225,2768544.592
309485.331,2775919.288
304251.753,2772000.377
308013.911,2774362.063
308557.128,2764201.482
304004.149,2773194.411
312320.279,2774098.027
303149.498,2780008.042
305560.404,2766297.017
302235.169,2769471.574
304938.166,2775092.579
299524.44,2781156.977
302895.07,2779321.746
299371.049,2769386.867
299371.049,2769386.867
304237.515,2766725.756
309221.174,2764330.203
299810.045,2768603.214
304336.956,2766543.108
304446.059,2768532.277
301926.271,2769151.803
304254.611,2771996.885
305442.652,2771851.39
302341.5,2769247.228
304566.108,2772608.976
302556.074,2772764.468
304847.414,2775255.827
304566.108,2772608.976
305096.321,2769242.521
307020.844,2774911.635
306917.248,2764789.605
308342.637,2769431.839
306735.218,2764589.087
306482.098,2775518.445
300307.391,2769686.803
304734.463,2766510.292
304440.926,2772478.914
303693.141,2768468.51
312730.235,2774379.109
302672.959,2770186.503
303648.332,2772660.111
303905.412,2771255.55
299931.926,2769272.197
304003.885,2773187.531
300849.933,2781367.572
304652.361,2767554.632
299465.245,2769692.925
305096.321,2769242.521
308376.37,2772534.199
299524.639,2769467.778
299524.639,2769467.778
305526.828,2771852.118
303591.948,2768881.459
308013.514,2774363.174
302228.149,2772555.19
304674.666,2772516.463
300949.487,2770268.143
302380.149,2768490.471
302391.796,2775133.37
303300.699,2777178.393
302895.07,2779321.746
304940.547,2775065.062
304940.547,2775065.062
308507.441,2764122.01
301436.072,2769675.757
300448.763,2779594.17
309221.174,2764330.203
309185.21,2771311.624
304771.14,2769324.575
302748.174,2779583.395
304956.918,2770721.371
304956.918,2770721.371
302484.54,2778557.554
305243.884,2768937.535
300556.458,2780736.111
305458.316,2768622.731
306251.098,2772593.156
308301.717,2766371.485
305884.235,2768970.92
308266.156,2766434.829
308266.156,2766434.829
306319.495,2769369.693
306319.495,2769369.693
306519.194,2770920.456
304613.594,2772613.519
300296.874,2769680.982
297966.341,2777600.863
308556.852,2770761.819
304407.744,2772493.648
304348.71,2773149.638
305632.943,2769770.504
308334.897,2766315.286
306822.83,2771394.783
306294.71,2772463.715
305096.404,2771902.917
304654.034,2772609.851
300939.057,2770187.698
302835.9,2771579.423
302812.144,2772463.051
305401.748,2764451.347
302760.197,2773195.687
309136.037,2776495.969
309136.037,2776495.969
307020.844,2774911.635
307720.806,2765343.995
308081.165,2765817.305
306942.104,2774954.497
300413.365,2769765.978
297895.79,2777609.974
308417.303,2769515.424
302672.959,2770186.503
305449.406,2779265.233
305455.16,2779259.875
304544.454,2772435.07
301620.565,2777470.099
300849.933,2781367.572
305520.283,2771798.667
301071.21,2781366.612
305927.355,2769316.33
305502.344,2768543.328
309154.19,2776483.703
309124.772,2776476.34
304339.213,2766780.491
305010.35,2769243.423
299945.974,2769298.55
303849.561,2767985.096
303849.561,2767985.096
301023.293,2770448.65
308507.441,2764122.01
306854.171,2769760.212
311433.608,2773868.597
305927.355,2769316.33
304237.51,2765324.123
305940.504,2769482.487
302668.488,2772953.976
302228.149,2772555.19
303348.236,2773744.021
305566.967,2774672.021
308013.911,2774362.063
304593.45,2774791.325
304450.39,2768525.965
301672.71,2771817.788
304521.757,2772432.017
300272.268,2768196.456
304958.293,2770445.197
304593.45,2774791.325
302879.483,2769209.515
302031.489,2774261.307
300392.965,2769765.898
304450.39,2768525.965
302031.489,2774261.307
308553.912,2771168.241
304593.45,2774791.325
308909.453,2771061.201
300849.933,2781367.572
311439.704,2773865.634
308590.466,2771003.15
308886.038,2771025.086
306854.237,2769769.67
305455.16,2779259.875
300392.965,2769765.898
307020.844,2774911.635
304884.539,2772009.755
300674.049,2769758.098
305927.101,2769308.456
304797.612,2765551.378
305040.318,2768351.783
304593.45,2774791.325
299931.926,2769272.197
301610.987,2777605.144
303572.905,2779695.787
301132.574,2779705.086
304486.009,2772432.371
305607.324,2771798.485
304098.87,2773295.217
305940.504,2769482.487
302672.959,2770186.503
301898.234,2768771.11
304339.213,2766780.491
303352.708,2770299.351
308026.597,2771792.405
302231.492,2772742.096
309310.857,2776824.943
306194.194,2771702.82
309307.295,2776824.139
305407.253,2764430.457
299924.544,2769279.976
307374.632,2764963.618
304486.009,2772432.371
300710.403,2769757.701
299505.271,2769483.176
304100.987,2773292.042
305291.125,2780854.591
300180.527,2768023.211
307529.948,2770486.239
307362.963,2764976.08
303151.129,2780002.006
303198.345,2767979.517
304409.131,2765077.952
301532.067,2769158.245
304721.726,2764597.643
304721.726,2764597.643
303519.855,2767768.81
297822.664,2777615.811
304575.329,2774971.354
301876.882,2768774.047
303855.677,2778000.587
303348.236,2773744.021
298334.43,2777599.288
306294.755,2771059.011
301452.869,2775105.621
304230.656,2769929.885
311729.214,2773410.005
303921.052,2768345.524
309447.928,2774693.351
304593.45,2774791.325
304593.45,2774791.325
301465.569,2775083.66
303513.993,2773315.352
305819.397,2768843.035
304930.228,2775255.033
304079.962,2769924.446
305607.517,2771767.296
304000.709,2773190.177
302932.366,2771266.904
303224.204,2779847.889
300452.859,2779712.518
304400.646,2772526.469
300552.306,2779973.851
306510.512,2774796.125
312455.853,2773768.486
303348.236,2773744.021
304142.43,2772107.049
304815.769,2772902.842
300235.635,2780938.727
301397.071,2775358.41
307050.154,2769447.932
304409.852,2772113.591
301755.362,2777965.386
301407.291,2775883.764
300682.211,2776054.975
303236.931,2769049.164
304003.885,2773187.531
304420.016,2765201.191
306883.561,2771756.85
304079.962,2769924.446
307529.962,2771413.009
301532.067,2769158.245
305596.649,2771800.21
305596.649,2771800.21
309890.612,2771635.685
304408.547,2771419.875
304569.137,2770851.335
304425.374,2771428.448
304253.516,2769929.567
303514.868,2770437.642
303486.73,2771917.432
303198.345,2767979.517
303198.345,2767979.517
312027.675,2772642.88
309866.236,2770471.529
302763.794,2770633.617
300545.297,2780803.462
302926.083,2771263.438
302792.919,2770698.262
303694.95,2768491.896
304150.261,2772153.829
308119.76,2772662.318
303513.993,2773315.352
302793.564,2770701.109
310817.756,2772296.986
302741.666,2770629.636
302758.331,2770624.729
311472.189,2772435.861
311663.35,2772555.451
311863.386,2773756.275
308119.76,2772662.318
311685.249,2773887.087
308119.76,2772662.318
308066.101,2772636.856
309992.91,2773309.545
301452.869,2775105.621
307486.701,2768500.421
301475.094,2775037.887
305124.738,2782685.777
301070.826,2781365.459
305759.97,2771284.432
305714.241,2768208.324
301071.697,2780788.206
307435.398,2768384.934
303348.236,2773744.021
304947.93,2769281.742
306392.641,2774931.063
306147.271,2771027.983
299124.781,2777308.702
302921.966,2771303.304
302935.797,2771314.655
303886.617,2769889.036
303847.159,2772449.915
304466.542,2772438.654
301610.987,2777605.938
304142.43,2772107.049
300466.431,2779834.513
303313.655,2779417.561
309221.174,2764330.203
299945.974,2769298.55
303463.727,2767988.76
303219.573,2778026.483
300557.463,2780735.413
300378.54,2768068.643
299179.999,2777277.361
309143.323,2773392.892
300378.924,2781565.903
305926.339,2769363.32
304365.936,2766781.285
300320.587,2769690.04
308066.101,2772636.856
302590.84,2777434.125
305643.693,2764583.229
300815.615,2780098.584
308135.473,2771867.471
305102.401,2769328.313
310855.378,2772964.671
302603.147,2768489.909
307259.257,2763955.042
305931.106,2769239.155
306825.959,2764208.83
300552.306,2779973.851
305930.852,2769253.125
307298.896,2775699.221
305643.31,2764602.359
303323.799,2778134.317
306426.811,2774926.058
303604.135,2767889.05
305575.371,2771794.121
300320.587,2769690.04
307098.193,2764467.516
300600.689,2779990.618
301186.681,2778668.962
301132.018,2779705.801
310911.363,2775411.364
312565.108,2774043.837
305940.857,2765987.43
303150.425,2780012.685
310176.884,2775252.608
312213.207,2772507.382
305464.341,2770880.397
297040.518,2779659.134
307070.021,2772912.773
304396.627,2766751.388
304430.352,2772439.052
302052.079,2768780.191
302518.748,2771419.415
304568.26,2772688.746
304947.93,2769281.742
301557.105,2774665.366
312199.051,2772826.391
303863.493,2778046.155
308066.101,2772636.856
307091.052,2764238.814
301557.105,2774665.366
300304.024,2769767.485
302592.269,2777432.537
300466.431,2779834.513
302899.012,2779331.696
304947.93,2769281.742
302899.012,2779331.696
300819.69,2780099.801
303321.999,2777943.47
301867.455,2768629.437
302935.797,2771314.655
300780.131,2770735.76
297698.016,2777630.384
308187.267,2769710.705
297702.886,2777628.776
303847.159,2772449.915
300274.006,2776187.517
302749.436,2771935.864
306942.104,2774954.497
300303.071,2776150.33
302557.36,2772765.708
305569.761,2774672.021
306247.796,2772592.648
306337.99,2774837.797
300597.541,2769922.906
305010.319,2769281.584
299945.974,2769298.55
302910.789,2771216.512
304348.71,2773149.638
301594.318,2777754.369
301594.318,2777754.369
301196.912,2780985.865
303463.727,2767988.76
305774.249,2768266.109
307259.257,2763955.042
305102.401,2769319.053
297289.349,2779834.245
301018.483,2779099.562
303018.457,2773402.322
304409.592,2766730.22
307101.765,2764453.942
306206.726,2769207.248
309338.428,2772266.243
303348.236,2773744.021
301143.263,2769516.329
302672.959,2770186.503
302581.984,2772142.002
308543.603,2771224.494
303905.412,2771255.55
312504.169,2773571.444
305527.971,2771110.544
305674.456,2771849.209
302281.28,2778315.596
304961.744,2770721.371
310260.242,2775810.697
304885.181,2770069.326
297289.349,2779834.245
312435.642,2773612.995
305632.943,2769770.504
304948.247,2769284.282
307637.209,2768989.751
305502.344,2768543.328
302877.174,2769206.828
303694.95,2768491.896
306970.137,2773078.277
304294.984,2766684.292
304265.449,2766716.088
304250.808,2766642.63
305010.319,2769281.584
302910.789,2771216.512
306392.641,2774925.506
312576.744,2773648.368
312089.725,2772306.883
304411.353,2765077
304411.353,2765077
305401.748,2764451.347
305407.253,2764430.457
305401.748,2764451.347
305407.253,2764430.457
306825.959,2764208.83
306825.959,2764208.83
307091.052,2764238.814
307091.052,2764238.814
302581.952,2772140.636
304785.894,2767609.937
304785.894,2767609.937
302775.507,2772650.654
300274.006,2776187.517
304568.254,2767423.958
301551.823,2774658.475
301565.846,2774648.95
301187.53,2779999.603
305010.319,2769281.584
305714.241,2768208.324
303512.41,2767938.489
308541.753,2764175.171
308463.109,2771982.105
302352.177,2778243.665
311782.181,2773639.159
302929.191,2771269.83
308421.11,2769439.287
302899.771,2779491.199
302868.934,2778300.242
302868.934,2778300.242
302668.271,2768458.992
308104.979,2772651.979
308103.074,2772655.947
301998.694,2773504.911
305055.941,2771236.53
300240.637,2767989.754
302668.271,2768458.992
305766.416,2771266.049
312682.118,2774332.628
302672.959,2770186.503
304399.559,2772446.75
302668.271,2768458.992
299162.083,2777286.452
304432.081,2766705.086
305936.694,2769393.079
312649.131,2773743.912
302899.012,2779331.696
302943.462,2779408.425
306029.163,2768062.564
305766.087,2771847.572
304150.261,2772153.829
308223.319,2772242.623
306742.808,2764563.53
300299.781,2776144.003
307094.796,2775570.851
302428.068,2777327.308
302810.015,2772719.166
306741.856,2764565.752
312682.215,2774349.354
307264.709,2765798.98
300905.563,2779523.513
303009.693,2769050.129
300905.563,2779523.513
299505.271,2769483.335
299771.414,2769784.179
302619.582,2768846.267
303595.459,2768939.943
304071.256,2767298.116
300452.859,2779712.518
301317.886,2772572.614
303024.498,2778535.918
300466.431,2779834.513
307913.838,2764700.884
301201.988,2780997.145
299897.397,2769258.306
303708.151,2767567.652
305010.319,2769281.584
297710.256,2777627.742
311793.679,2771170.524
311788.486,2773244.762
299798.768,2768591.524
312066.57,2773533.905
305768.066,2771335.391
302908.997,2779482.242
305281.149,2765738.489
306005.173,2764229.831
303556.56,2779812.676
306341.19,2774832.763
297701.89,2777637.057
300921.072,2770443.146
307265.026,2765802.632
305010.319,2769281.584
304366.857,2774483.586
305768.066,2771335.391
299743.603,2782196.994
302669.673,2768457.063
302435.095,2777340.354
302336.937,2778284.464
302910.789,2771216.512
307245.5,2765800.092
301100.41,2779640.366
302810.015,2772719.166
299179.999,2777277.361
306006.761,2764229.831
304639.254,2771086.514
301569.286,2774638.102
302767.275,2772705.616
302741.012,2771701.4
301258.786,2779703.801
299776.286,2768570.739
302711.756,2769187.634
308464.661,2771979.886
301417.755,2781007.132
305106.224,2769776.22
302672.959,2770186.503
300704.51,2770675.279
301193.311,2779069.581
312693.76,2774311.991
302000.387,2773580.052
304762.992,2773200.1
301357.706,2772572.915
302867.38,2779441.042
305766.416,2771266.049
306918.547,2764084.762
304442.929,2766686.036
302884.47,2779461.065
299945.974,2769298.55
305608.778,2771801.03
308455.482,2769366.534
308433.17,2769519.548
299133.25,2777316.311
303912.399,2768661.937
302428.068,2777327.308
305897.703,2763846.52
303348.236,2773744.021
303129.362,2768910.658
302972.545,2772936.803
305930.852,2769253.125
311388.329,2771918.745
306601.358,2769100.576
307991.412,2772845.613
306344.975,2774775.864
303744.365,2770219.056
302300.266,2778232.579
311650.071,2773213.261
312639.094,2774332.195
300179.169,2769774.64
311971.32,2773586.292
300202.029,2769774.196
297313.602,2779814.404
303022.607,2769982.343
301267.104,2771262.691
307924.712,2764733.745
309823.41,2774651.058
302711.756,2769187.634
306394.918,2774931.532
303980.452,2768614.41
303980.452,2768614.41
302711.756,2769187.634
300452.859,2779712.518
303189.613,2777780.88
297686.28,2777641.247
303032.034,2769182.007
301600.827,2778008.389
312455.853,2773768.486
308825.985,2775261.952
300682.956,2769609.895
310271.12,2775797.977
310260.242,2775810.697
307649.745,2774352.14
309151.516,2776487.01
306344.975,2774777.479
302586.405,2768632.204
308309.7,2771161.939
308433.17,2769519.548
305766.416,2771266.049
309310.857,2776824.943
309310.857,2776824.943
309310.857,2776824.943
307991.412,2772845.613
307991.412,2772845.613
307991.412,2772845.613
309485.331,2775919.288
309485.331,2775919.288
309485.331,2775919.288
300301.794,2769766.897
307900.396,2772833.443
300682.956,2769609.895
300242.654,2769618.787
303857.807,2778005.071
301187.821,2779069.581
307923.601,2764733.824
300938.996,2770186.385
305766.416,2771266.049
307991.412,2772845.613
306478.888,2774926.385
307991.412,2772845.613
300682.956,2769609.895
298001.111,2777593.255
307991.412,2772845.613
307900.66,2772831.591
303756.271,2770219.056
304131.989,2778434.767
307900.396,2772833.443
307991.412,2772845.613
307991.412,2772845.613
304367.948,2764920.107
302217.639,2772698.424
307991.412,2772845.613
307991.412,2772845.613
307991.412,2772845.613
307991.412,2772845.613
300179.169,2769774.64
300199.87,2769774.196
299162.083,2777286.452
306852.293,2774832.824
301569.286,2774638.102
301569.286,2774638.102
305101.444,2769160.48
300130.758,2769278.607
305791.643,2769123.003
304392.967,2772394.367
302672.959,2770186.503
304404.3,2766736.306
302320.969,2778242.17
302806.993,2772042.37
